loc_name,cerrado,uso,outserv,barra_for,barra,elemento,elemento_for,ruta
KPF VILLA ALTAGRACIA,1,cbk,,WXCINF,Tap Cítricos Nacionales,69 kV Derivación ZF Villa Altagracia_a,ZXCINF_ZXVALF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cítricos Nacionales.ElmTerm\Cub_3.StaCubic\KPF VILLA ALTAGRACIA.StaSwitch
Switch,1,cbk,,WXBPOF,Tap Banco Popular,69 kV Metropolitano – Listín Diario_d,ZBPOPF_ZLDIAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Banco Popular.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
KPF COHE,1,cbk,,WXCOHF,Tap Centro Operación Herrera,69 kV Derivación Centro Oper Herrera,ZCOHEF_ZXCOHF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Centro Operación Herrera.ElmTerm\Cub_2.StaCubic\KPF COHE.StaSwitch
KPF COHE/HAINA,1,cbk,,WXCOHF,Tap Centro Operación Herrera,69 kV Haina – Herrera_b L1,ZCOHEF_ZXOFAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Centro Operación Herrera.ElmTerm\Cub_3.StaCubic\KPF COHE/HAINA.StaSwitch
KPF COHE/HERRERA,1,cbk,,WXCOHF,Tap Centro Operación Herrera,69 kV Haina – Herrera_c L1,ZCOHEF_ZXALDF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Centro Operación Herrera.ElmTerm\Cub_4.StaCubic\KPF COHE/HERRERA.StaSwitch
KPF Cayetano Germosen,1,cbk,,WXTORF,Tap TORGINOL,69 kV Haina – Herrera_a L2,ZHAIBF_ZTORGF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap TORGINOL.ElmTerm\Cub_3.StaCubic\KPF Cayetano Germosen.StaSwitch
Switch,0,cbk,,WXCA2F,Tap 2 Catalina,69 kV Boca Chica – Mata de Palma_b,ZCATAF_ZXKVEF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 Catalina.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
KPF ACUEDUCTO BRUJUELA,1,cbk,,WXACBF,Tap Acueducto Brujuelas,69 kV Derivación Acueducto Brujela_b,ZABRUF_ZCATAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Acueducto Brujuelas.ElmTerm\Cub_1.StaCubic\KPF ACUEDUCTO BRUJUELA.StaSwitch
KPF Base Aérea San Isidro,1,cbk,,WXBASF,Tap Base Aérea San Isidro,69 kV Derivación Base Aerea San Isidro,ZBASIF_ZXBASF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Base Aérea San Isidro.ElmTerm\Cub_5.StaCubic\KPF Base Aérea San Isidro.StaSwitch
KPF CAYACOA,0,cbk,,WXCATF,Tap 1 Catalina,69 kV SPM – Boca Chica(Cementos)_g,ZCAYAF_ZXCATF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Catalina.ElmTerm\Cub_3.StaCubic\KPF CAYACOA.StaSwitch
KPF METROPOLITANO,1,cbk,,WXHE1F,Tap 1 Herrera,69 kV Derivación Metropolitano,ZXHE2F_ZXMETF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Herrera.ElmTerm\Cub_4.StaCubic\KPF METROPOLITANO.StaSwitch
KPF ARGOS DOMINICANA,1,cbk,,WXCCOF,Tap Cemento Colón,69 kV LAFZID – Cementos Colón_d,ZCCOLF_ZXCCOF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cemento Colón.ElmTerm\Cub_3.StaCubic\KPF ARGOS DOMINICANA.StaSwitch
KPF MADRE VIEJA,1,cbk,,WXARDF,Tap Argos Dominicana,69 kV Palamara – Madre Vieja_g,ZXARDF_ZXMV2F-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Argos Dominicana.ElmTerm\Cub_5.StaCubic\KPF MADRE VIEJA.StaSwitch
KPF HARINAS DEL HIGUAMO,1,cbk,,WXCNAF,Tap Cementos Nacionales,69 kV SPM – Boca Chica(Cementos)_e,ZXCNAF_ZXGAVF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cementos Nacionales.ElmTerm\Cub_2.StaCubic\KPF HARINAS DEL HIGUAMO.StaSwitch
KPF PLASTIFAR,1,dct,,WXNOVF,Tap Novoplast,69 kV Palamara – Plastifar_c,ZPLASF_ZXNOVF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Novoplast.ElmTerm\Cub_4.StaCubic\KPF PLASTIFAR.StaSwitch
Switch,1,cbk,,WMARTK,Terminal Martí,69/34.5 kV Transformador Martí,WMARTF_WMARTK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Terminal Martí.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMARTK,Terminal Martí,SSAA Martí,ZMARTK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Terminal Martí.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMARTK,Terminal Martí,PF Martí,G3PFMART,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Martí.ElmSite\Terminal Martí.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMARAK,Terminal Maranatha,69/13.8 kV Transformador Maranatha,WHNS1F_WMARAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Terminal Maranatha.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMARAK,Terminal Maranatha,SSAA Maranatha,ZMARAK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Terminal Maranatha.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMARAK,Terminal Maranatha,PF Maranatha,G3PFMARA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\Terminal Maranatha.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMARAF,69 kV Maranatha,69 kV Derivación Maranatha,ZXMARF_ZMARAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Maranatha.ElmSite\69 kV Maranatha.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
KPF Derivación DISDO,1,cbk,,WXDISF,Tap 1 DISDO,69 kV Derivación Parque Industrial DISDO,WDISDF_WXDISF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 DISDO.ElmTerm\Cub_2.StaCubic\KPF Derivación DISDO.StaSwitch
Switch,1,dct,,WCATAF,69 kV Catalina,Demanda Catalina,ZCATAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Catalina.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WABRUF,69 kV Acueducto Brujuela,Demanda Acueducto Brujuela,ZABRUF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Acueducto Brujuela.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WZMCAF,69 kV ZF Multimodal Caucedo,Demanda Multimodal Caucedo,ZZMCAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Multimodal Caucedo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPCIBF,69 kV Parque Cibernético,Demanda Parque Cibernético,ZPCIBF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Cibernético.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WAAMEF,69 kV Aero Las Américas,Demanda Aero Las Américas,ZAAMEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Aero Las Américas.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WCCARF,69 kV Cartones del Caribe,Demanda Cartonera del Caribe,ZCCARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cartones del Caribe.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WTAMAF,69 kV Tamarindo,Demanda 1 Tamarindo,ZTAMAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Tamarindo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WAORIF,69 kV Acueducto Oriental,Demanda Acueducto Oriental,ZAORIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Acueducto Oriental.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WBASIF,69 kV Base Aérea San Isidro,Demanda Base Aérea San Isidro,ZBASIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Base Aérea San Isidro.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGUERF,69 kV Guerra,Demanda Guerra,ZGUERF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Guerra.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZGILF,69 kV ZF Gildan,Demanda ZF Gildan,ZZGILF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Gildan.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGRCHF,69 kV Grupo Ramos Charles,Demanda Grupo Ramos Charles,ZGRCHF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Ramos Charles.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZSISF,69 kV ZF San Isidro,Demanda ZF San Isidro,ZZSISF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF San Isidro.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGPLAF,69 kV Gomas y Plásticos,Demanda Gomas y Plásticos,ZGPLAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Gomas y Plásticos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGALAF,69 kV Grupo Alaska,Demanda Grupo Alaska,ZGALAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Alaska.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMOZAF,69 kV Molinos del Ozama,Demanda Molinos del Ozama,ZMOZAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Molinos del Ozama.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WTEMPF,69 kV Templastisa,Demanda Templástica,ZTEMPF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Templastisa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMEGAF,69 kV Megacentro,Demanda Megacentro,ZMEGAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Megacentro.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGRMEF,69 kV Grupo Ramos Mella,Demanda Grupo Ramos Mella,ZXGRMF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Ramos Mella.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WKVENF,69 kV Kilómetro 24,Demanda Kilómetro 24,ZKVENF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Kilómetro 24.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WTTITF,69 kV Textiles Titán,Demanda Textiles Titán,ZTTITF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Textiles Titán.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WIISAF,69 kV INCA La Isabela,Demanda INCA La Isabela,ZIISAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV INCA La Isabela.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMULTF,69 kV Multiform,Demanda Multiform,ZMULTF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Multiform.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPLASF,69 kV Plastifar,Demanda Plastifar,ZPLASF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Plastifar.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGMALF,69 kV Molinos Modernos,Demanda Grupo Malla,ZGMALF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Molinos Modernos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMERCF,69 kV MERCASID,Demanda MERCASID,ZMERCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV MERCASID.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGPETF,69 kV Grupo Petroquímica,Demanda Grupo Petroquímica,ZGPETF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Petroquímica.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSKAPF,69 kV Smurfit Kappa,Demanda Smurfit Kappa,ZSKAPF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Smurfit Kappa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCARRF,69 kV Carrefour(1),Demanda Carrefour,ZXCARF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Carrefour(1).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCBOHF,69 kV Cervecería Bohemia,Demanda Bohemia,ZCBOHF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cervecería Bohemia.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WOFALF,69 kV Oleoducto FALCONDO,Demanda Oleoducto FALCONDO,ZOFALF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Oleoducto FALCONDO.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WTORGF,69 kV TORGINOL,Demanda TORGINOL,ZTORGF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV TORGINOL.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCOHEF,69 kV Centro Operaciones Herrera,Demanda Centro Operación Herrrera,ZCOHEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Centro Operaciones Herrera.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WADOMF,69 kV Aluminio Dominicano,Demanda Aluminio Dominicano,ZADOMF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Aluminio Dominicano.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCODEF,69 kV CODETEL,Demanda CODETEL,ZXCODF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CODETEL.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGHACF,69 kV Grupo Haché,Demanda Grupo Haché,ZGHACF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Grupo Haché.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBPOPF,69 kV Banco Popular,Demanda Banco Popular,ZBPOPF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Banco Popular.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLDIAF,69 kV Listín Diario,Demanda Listín Diario,ZLDIAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Listín Diario.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZVALF,69 kV ZF Villa Altagracia,Demanda ZF Villa Altagracia,ZZVALF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Villa Altagracia.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPCGLF,69 kV Parque Caribbean Glass,Demanda Parque Caribbean Glass,ZPCGLF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Caribbean Glass.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCDAGF,69 kV Campamento 16 Agosto,Demanda Campamento 16 de Agosto,ZCDAGF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Campamento 16 Agosto.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCPVCF,69 kV CORVI PVC,Demanda CORVI PVC,ZCPVCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CORVI PVC.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCSATF,69 kV Ciudad Satélite,Demanda Ciudad Satélite,ZCSATF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Ciudad Satélite.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPIDUF,69 kV Parque Industrial Duarte,Demanda Parque Industrial Duarte,ZPIDUF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Parque Industrial Duarte.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPDIVF,69 kV Productos Diversos,Demanda Productos Diversos,ZPDIVF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Productos Diversos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCBYNF,69 kV Caballona,Demanda Caballona,ZCBYNF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Caballona.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WDISDF,69 kV DISDO,Demanda DISDO,ZDISDF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV DISDO.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WZALCF,69 kV ZF Los Alcarrizos,Demanda ZF Los Alcarrizos,ZZALCF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV ZF Los Alcarrizos.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WHNUEF,69 kV Hato Nuevo,Demanda Hato Nuevo,ZHNUEF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Hato Nuevo.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCBA2F,69 kV CAASD Bayona 2,Demanda CAASD Bayona 2,ZXCB2F-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CAASD Bayona 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WCBA1F,69 kV CAASD Bayona 1,Demanda CAASD Bayona 1,ZXCBAF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CAASD Bayona 1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBNVIF,69 kV Banco Nacional de la Vivienda,Demanda Banco Nacional Vivienda,ZBNVIF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Banco Nacional de la Vivienda.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WAHIGF,69 kV Aeropuerto El Higüero,Demanda Aeropuerto El Higüero,ZAHIGF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Aeropuerto El Higüero.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WALISF,69 kV Acueducto La Isabela,Demanda Acueducto La Isabela,ZALISF-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Acueducto La Isabela.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
